epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
547,0.8560789,0.11484448,0.20386228,0.114805125,5480.0,-1.4704951,0.9,10960.0,0.65
548,0.8560705,0.11481011,0.20386644,0.114770584,5490.0,-0.95561343,1.0,10980.0,0.85
549,0.8560439,0.11479027,0.20385624,0.11475406,5500.0,-1.1516744,1.0,11000.0,0.7
550,0.85605574,0.114772044,0.20386072,0.11470328,5510.0,-1.35973,1.0,11020.0,0.7
551,0.8560815,0.114833094,0.2038852,0.114714526,5520.0,-1.265553,1.0,11040.0,0.65
552,0.8560746,0.11483812,0.20389354,0.114706844,5530.0,-1.0506525,1.0,11060.0,0.55
553,0.85608345,0.11481601,0.20389925,0.11467784,5540.0,-1.1248164,1.0,11080.0,0.65
554,0.85608006,0.11480787,0.20388448,0.11466201,5550.0,-1.2939807,1.0,11100.0,0.6
555,0.85607624,0.11477689,0.20387597,0.11461371,5560.0,-4.493907,0.9,11120.0,0.75
556,0.85610884,0.11476213,0.20387794,0.11457726,5570.0,-1.347195,1.0,11140.0,0.6
557,0.8561163,0.11472523,0.2038652,0.11456276,5580.0,-1.4696856,0.9,11160.0,0.65
558,0.8561449,0.11471952,0.20385885,0.1145264,5590.0,-1.4273965,1.0,11180.0,0.6
559,0.85613203,0.11469721,0.20386334,0.11449605,5600.0,-5.0596356,0.9,11200.0,0.65
560,0.8561289,0.11467757,0.20386136,0.11444699,5610.0,-1.269573,1.0,11220.0,0.55
561,0.8561242,0.11469928,0.20386268,0.11444882,5620.0,-1.2565417,1.0,11240.0,0.6
562,0.8561078,0.11466213,0.20387593,0.11439462,5630.0,-1.2589961,1.0,11260.0,0.8
563,0.8561321,0.11465273,0.20387527,0.11436813,5640.0,-0.98548204,1.0,11280.0,0.55
564,0.8560948,0.1146673,0.20386904,0.11434058,5650.0,-1.3645455,0.9,11300.0,0.45
565,0.8561208,0.11464358,0.20387793,0.11433915,5660.0,-0.87629557,1.0,11320.0,0.75
566,0.85614675,0.114643075,0.20390669,0.11431017,5670.0,-1.7375953,1.0,11340.0,0.65
567,0.85615224,0.11461415,0.20391014,0.114296064,5680.0,-2.3066275,0.9,11360.0,0.65
568,0.8561626,0.11460505,0.20390035,0.114277124,5690.0,-1.2074902,1.0,11380.0,0.6
569,0.85614777,0.11463726,0.20389575,0.11428479,5700.0,-1.1950063,1.0,11400.0,0.6
570,0.8561577,0.114632465,0.20390423,0.114257544,5710.0,-1.4387289,1.0,11420.0,0.6
571,0.8561303,0.11460934,0.20391081,0.114278205,5720.0,-1.2840878,0.9,11440.0,0.55
572,0.85613006,0.114579536,0.2039271,0.1142217,5730.0,-1.3934032,1.0,11460.0,0.7
573,0.8561534,0.11455921,0.20394154,0.11417957,5740.0,-1.5041988,1.0,11480.0,0.6
574,0.85617405,0.1145247,0.20394053,0.114167035,5750.0,-1.3057419,1.0,11500.0,0.6
575,0.85614735,0.114492975,0.20393468,0.11412253,5760.0,-0.99266845,1.0,11520.0,0.7
576,0.856123,0.11445025,0.20393406,0.11406463,5770.0,-1.2099235,1.0,11540.0,0.85
577,0.85613436,0.114426814,0.20393363,0.114046514,5780.0,-1.2704916,1.0,11560.0,0.65
578,0.85614276,0.1144127,0.20392525,0.11403385,5790.0,-2.5084035,0.7,11580.0,0.55
579,0.85613984,0.11444374,0.20393278,0.114043854,5800.0,-0.8413784,1.0,11600.0,0.55
580,0.8561335,0.11441062,0.20394148,0.11400613,5810.0,-1.7967354,0.9,11620.0,0.65
581,0.8561359,0.11440423,0.20394441,0.113960296,5820.0,-1.8986683,1.0,11640.0,0.6
582,0.8561943,0.114423595,0.20397098,0.11391898,5830.0,-2.0099435,0.9,11660.0,0.55
583,0.85623294,0.114415325,0.20398144,0.11387818,5840.0,-1.2450155,1.0,11680.0,0.45
584,0.85623336,0.1144171,0.20397763,0.11385416,5850.0,-1.0904765,1.0,11700.0,0.7
585,0.8562283,0.11439077,0.20398432,0.1138008,5860.0,-1.2387022,1.0,11720.0,0.7
586,0.8562333,0.114358425,0.20397411,0.11376213,5870.0,-1.0449636,1.0,11740.0,0.65
587,0.85624534,0.11436566,0.20397222,0.113775246,5880.0,-1.1523614,1.0,11760.0,0.6
588,0.8562493,0.114379406,0.20396663,0.11374197,5890.0,-1.5016091,1.0,11780.0,0.65
589,0.8562801,0.11440158,0.20396776,0.113715105,5900.0,-1.6707271,1.0,11800.0,0.7
590,0.8562917,0.114364706,0.20396858,0.11367157,5910.0,-1.4717703,1.0,11820.0,0.85
591,0.85629994,0.11439669,0.20397323,0.11364932,5920.0,-0.7654755,1.0,11840.0,0.55
592,0.8562699,0.11441058,0.20398737,0.113675795,5930.0,-1.5794724,1.0,11860.0,0.65
593,0.85629624,0.114396445,0.20399733,0.113661595,5940.0,-1.1187985,1.0,11880.0,0.65
594,0.8562965,0.114387296,0.20399843,0.11362495,5950.0,-1.151448,1.0,11900.0,0.85
595,0.8562673,0.11436293,0.20399614,0.11357833,5960.0,-5.251605,0.9,11920.0,0.65
596,0.85627437,0.11437484,0.20400117,0.11357304,5970.0,-1.0804701,1.0,11940.0,0.75
597,0.85629416,0.11437297,0.20402166,0.113549195,5980.0,-1.8163509,0.9,11960.0,0.7
598,0.8562792,0.11434672,0.20401593,0.113522775,5990.0,-1.179651,1.0,11980.0,0.65
599,0.85629076,0.114335306,0.20401569,0.113492966,6000.0,-1.3813679,1.0,12000.0,0.65
600,0.8562603,0.11429698,0.20400788,0.11346465,6010.0,-1.6583273,1.0,12020.0,0.6
601,0.85627,0.114326656,0.20399502,0.11349396,6020.0,-1.4858124,1.0,12040.0,0.6
602,0.85629916,0.114333026,0.20399289,0.113491535,6030.0,-1.2117628,1.0,12060.0,0.6
603,0.85628086,0.114334464,0.20400181,0.11349013,6040.0,-1.5646083,1.0,12080.0,0.5
604,0.8562958,0.11432523,0.2040064,0.11347905,6050.0,-1.4120324,1.0,12100.0,0.55
605,0.8562687,0.11430347,0.20401092,0.11345917,6060.0,-2.1718156,0.9,12120.0,0.7
606,0.8562842,0.11427321,0.20401484,0.11342833,6070.0,-1.3677886,1.0,12140.0,0.7
607,0.8562436,0.11426884,0.20400912,0.11342228,6080.0,-1.4702932,1.0,12160.0,0.65
608,0.8562476,0.1142324,0.20402262,0.11341923,6090.0,-1.2454052,1.0,12180.0,0.65
609,0.85625607,0.11421758,0.20402102,0.113390006,6100.0,-1.6189476,1.0,12200.0,0.6
610,0.8562719,0.11422325,0.204035,0.113384634,6110.0,-1.087488,1.0,12220.0,0.65
611,0.85623664,0.11418339,0.20403434,0.11335416,6120.0,-0.7499562,1.0,12240.0,0.75
612,0.85621554,0.11416521,0.20402658,0.1133294,6130.0,-1.8711821,0.9,12260.0,0.7
613,0.8562598,0.11415968,0.20402895,0.113291256,6140.0,-1.7666614,1.0,12280.0,0.7
614,0.8562668,0.114116244,0.20403433,0.113232516,6150.0,-1.2206556,0.9,12300.0,0.75
615,0.8562679,0.114085376,0.20403714,0.11320761,6160.0,-1.2512882,1.0,12320.0,0.55
616,0.8563073,0.114073135,0.2040618,0.11319962,6170.0,-1.3831961,0.9,12340.0,0.7
617,0.85632104,0.11405673,0.20408139,0.11316188,6180.0,-1.6769831,1.0,12360.0,0.75
618,0.8563258,0.11407141,0.20408799,0.11316759,6190.0,-1.9891737,0.9,12380.0,0.45
619,0.85632044,0.11405405,0.20409434,0.11314829,6200.0,-2.6725628,0.9,12400.0,0.6
620,0.856309,0.11403755,0.2041047,0.11315162,6210.0,-1.273772,1.0,12420.0,0.5
621,0.85629964,0.114022516,0.20411381,0.113119,6220.0,-1.9326913,0.9,12440.0,0.7
622,0.8562737,0.11402313,0.2041169,0.11310265,6230.0,-1.528124,1.0,12460.0,0.65
623,0.8562863,0.11399725,0.2041148,0.113063514,6240.0,-1.5915339,1.0,12480.0,0.75
624,0.8563215,0.11398604,0.20412771,0.11302042,6250.0,-1.4071311,1.0,12500.0,0.55
625,0.8563502,0.11395261,0.2041326,0.112971805,6260.0,-2.202929,0.9,12520.0,0.55
626,0.85633254,0.11394348,0.20413975,0.112931386,6270.0,-2.205732,0.9,12540.0,0.65
627,0.8563834,0.11393986,0.20415838,0.11288769,6280.0,-1.2599456,1.0,12560.0,0.55
628,0.856394,0.1139076,0.2041749,0.11284948,6290.0,-1.350993,1.0,12580.0,0.6
629,0.8563935,0.11389784,0.20418221,0.112827264,6300.0,-0.89803135,1.0,12600.0,0.6
630,0.8563879,0.11391377,0.20418781,0.11280203,6310.0,-2.229814,1.0,12620.0,0.75
631,0.8563797,0.11387869,0.20418827,0.11275003,6320.0,-1.3961079,1.0,12640.0,0.75
632,0.856379,0.11388275,0.20418067,0.11271842,6330.0,-1.123163,1.0,12660.0,0.65
633,0.85636425,0.113865875,0.2041716,0.11271033,6340.0,-1.306284,1.0,12680.0,0.7
634,0.8563791,0.113848865,0.20416322,0.11267291,6350.0,-1.3783791,1.0,12700.0,0.65
635,0.8563998,0.113803886,0.20416804,0.1126252,6360.0,-1.1315272,1.0,12720.0,0.8
636,0.8564052,0.1137962,0.20415579,0.11261089,6370.0,-0.99728984,1.0,12740.0,0.7
637,0.85641026,0.113800324,0.20415777,0.11256948,6380.0,-1.0481699,0.9,12760.0,0.75
638,0.85645014,0.11381403,0.20416416,0.11254491,6390.0,-1.6161867,1.0,12780.0,0.5
639,0.8564752,0.11378803,0.20416117,0.11253772,6400.0,-1.4859065,0.9,12800.0,0.55
640,0.8564977,0.11378204,0.20417622,0.11251709,6410.0,-6.26678,0.8,12820.0,0.5
641,0.85650164,0.11376474,0.20417291,0.11247569,6420.0,-1.5305706,1.0,12840.0,0.8
642,0.85647863,0.1137288,0.2041762,0.11243233,6430.0,-0.8784456,1.0,12860.0,0.6
643,0.85644835,0.11371843,0.20415266,0.1124021,6440.0,-1.2387464,1.0,12880.0,0.8
644,0.8564558,0.11368135,0.20416231,0.11236241,6450.0,-0.95365983,1.0,12900.0,0.85
645,0.8564927,0.11369592,0.20417893,0.11234705,6460.0,-1.5500215,1.0,12920.0,0.6
646,0.8564735,0.11365557,0.20417832,0.11230091,6470.0,-1.1323166,1.0,12940.0,0.65
647,0.85650927,0.113639474,0.2041772,0.11229328,6480.0,-1.7511146,0.9,12960.0,0.65
648,0.8565145,0.11361748,0.20417397,0.112253465,6490.0,-1.3245537,1.0,12980.0,0.8
649,0.8565045,0.11360683,0.20416723,0.11222666,6500.0,-1.5793211,1.0,13000.0,0.7
650,0.85651296,0.11358432,0.20416784,0.112178355,6510.0,-1.3581523,1.0,13020.0,0.75
651,0.8565278,0.11360246,0.20416623,0.1121367,6520.0,-0.9159192,1.0,13040.0,0.45
652,0.8565438,0.1135861,0.2041771,0.11208937,6530.0,-2.284693,0.9,13060.0,0.55
653,0.85650104,0.11355854,0.20416293,0.11204973,6540.0,-1.0824127,1.0,13080.0,0.75
654,0.8565216,0.11355939,0.20416377,0.11202973,6550.0,-1.3214403,1.0,13100.0,0.6
655,0.85653025,0.113547646,0.20415817,0.111993715,6560.0,-1.3941133,1.0,13120.0,0.75
656,0.8565337,0.11351421,0.20416136,0.111962765,6570.0,-1.0423139,1.0,13140.0,0.8
657,0.8565548,0.113501556,0.20416246,0.111919686,6580.0,-1.3540531,1.0,13160.0,0.65
658,0.85657185,0.113496624,0.20416006,0.11188647,6590.0,-1.5277207,1.0,13180.0,0.65
659,0.8565796,0.11349084,0.20416051,0.11184937,6600.0,-1.0367587,1.0,13200.0,0.65
660,0.85659575,0.11350628,0.20417064,0.111864425,6610.0,-1.8214134,1.0,13220.0,0.65
661,0.8565834,0.11351168,0.2041635,0.11185954,6620.0,-1.1559479,1.0,13240.0,0.4
662,0.85661554,0.11351501,0.20417127,0.11185044,6630.0,-1.5887984,1.0,13260.0,0.7
663,0.85661674,0.11350483,0.20416912,0.11181691,6640.0,-1.6712259,1.0,13280.0,0.6
664,0.85663986,0.11348946,0.20416804,0.1117755,6650.0,-1.1313666,1.0,13300.0,0.75
665,0.8566287,0.11348132,0.2041838,0.111762464,6660.0,-1.1084583,1.0,13320.0,0.65
666,0.8566487,0.113446824,0.20418991,0.111712806,6670.0,-1.2942346,1.0,13340.0,0.7
667,0.85664994,0.11342353,0.20420429,0.11168465,6680.0,-1.2289635,1.0,13360.0,0.75
668,0.85664445,0.11338944,0.20421286,0.11165029,6690.0,-1.1841502,1.0,13380.0,0.75
669,0.8566527,0.113359265,0.20421238,0.11161187,6700.0,-1.435093,1.0,13400.0,0.55
670,0.85666305,0.113340676,0.20422463,0.111596085,6710.0,-1.242099,0.9,13420.0,0.6
671,0.8566611,0.11332937,0.20422363,0.11156475,6720.0,-1.3880116,1.0,13440.0,0.6
672,0.85664725,0.113303244,0.20422624,0.111530066,6730.0,-1.0272973,1.0,13460.0,0.7
673,0.8566668,0.11328856,0.20423166,0.111539386,6740.0,-1.537736,1.0,13480.0,0.8
674,0.85667247,0.11332316,0.20423399,0.111515954,6750.0,-0.870119,1.0,13500.0,0.65
675,0.8566859,0.11331024,0.20424889,0.11151945,6760.0,-1.3312364,1.0,13520.0,0.55
676,0.8566926,0.113297574,0.20426346,0.111535214,6770.0,-1.146571,1.0,13540.0,0.65
677,0.85670596,0.11325707,0.20427474,0.11150906,6780.0,-1.1740161,1.0,13560.0,0.75
678,0.8567013,0.11322681,0.20427874,0.1114629,6790.0,-1.144068,1.0,13580.0,0.8
679,0.8567073,0.11320841,0.20428571,0.111435615,6800.0,-1.4693002,1.0,13600.0,0.65
680,0.8566963,0.113190085,0.2042869,0.11140734,6810.0,-0.95612824,1.0,13620.0,0.8
681,0.8567018,0.1131934,0.20427409,0.11136664,6820.0,-2.0805085,1.0,13640.0,0.9
682,0.85667205,0.11317625,0.20426698,0.11133922,6830.0,-0.9960561,1.0,13660.0,0.65
683,0.85666984,0.11314329,0.20427153,0.111299425,6840.0,-2.6543686,0.9,13680.0,0.6
684,0.8566923,0.11311833,0.20427252,0.11129781,6850.0,-0.75054586,1.0,13700.0,0.5
685,0.85669875,0.113107346,0.20429154,0.11126977,6860.0,-0.96306276,1.0,13720.0,0.7
686,0.85671306,0.11313478,0.20429611,0.11127616,6870.0,-0.93215734,1.0,13740.0,0.55
687,0.8567121,0.11311666,0.20429702,0.11125531,6880.0,-0.9394838,1.0,13760.0,0.55
688,0.85670847,0.11309243,0.20429797,0.11123735,6890.0,-1.9448456,1.0,13780.0,0.55
689,0.85669297,0.11308188,0.20430106,0.11119553,6900.0,-1.0491414,1.0,13800.0,0.8
690,0.85671693,0.11308277,0.20431098,0.11118038,6910.0,-1.5038803,1.0,13820.0,0.55
691,0.85671633,0.11308084,0.20430851,0.11113934,6920.0,-1.2616763,1.0,13840.0,0.7
692,0.85674334,0.11308362,0.20432426,0.11110136,6930.0,-1.2525781,1.0,13860.0,0.45
693,0.8567682,0.11309207,0.20432514,0.11107632,6940.0,-1.3648399,1.0,13880.0,0.65
694,0.8567801,0.1130692,0.20432979,0.11106798,6950.0,-2.0081258,0.9,13900.0,0.65
695,0.85677296,0.11306576,0.20433015,0.111092396,6960.0,-0.82132167,1.0,13920.0,0.6
696,0.8568125,0.113064975,0.20434283,0.11106082,6970.0,-1.3762645,1.0,13940.0,0.5
697,0.856816,0.11305553,0.20434739,0.111050986,6980.0,-1.5155356,1.0,13960.0,0.6
698,0.85682034,0.11306394,0.20434496,0.11103311,6990.0,-1.9933993,1.0,13980.0,0.6
699,0.85679716,0.11305323,0.20433937,0.110991284,7000.0,-1.0701894,1.0,14000.0,0.65
700,0.85679674,0.11303384,0.20433626,0.110966556,7010.0,-1.3359306,1.0,14020.0,0.6
701,0.85678333,0.11301145,0.20433931,0.110949844,7020.0,-0.845106,1.0,14040.0,0.7
702,0.8567621,0.113032185,0.20434135,0.11096488,7030.0,-1.0909986,1.0,14060.0,0.75
703,0.8567567,0.11301451,0.20433493,0.11092164,7040.0,-1.188562,1.0,14080.0,0.8
704,0.8567782,0.11301442,0.20434146,0.11091461,7050.0,-1.464122,1.0,14100.0,0.75
705,0.8567898,0.11299396,0.2043434,0.11088064,7060.0,-1.7786391,1.0,14120.0,0.75
706,0.85679,0.11296165,0.20435213,0.1108554,7070.0,-1.6283047,1.0,14140.0,0.75
707,0.85679775,0.11295148,0.20435928,0.110863045,7080.0,-1.1915065,1.0,14160.0,0.7
708,0.85681254,0.11293286,0.20436779,0.11082271,7090.0,-1.3599992,1.0,14180.0,0.75
709,0.8568074,0.11289782,0.20437375,0.11079488,7100.0,-1.3534489,1.0,14200.0,0.9
710,0.856811,0.11287228,0.20437992,0.11075463,7110.0,-1.0948248,1.0,14220.0,0.6
711,0.8568189,0.112855814,0.20436497,0.1107256,7120.0,-1.0717034,1.0,14240.0,0.7
712,0.8568291,0.11283056,0.20436989,0.11067149,7130.0,-1.1035393,1.0,14260.0,0.75
713,0.8568341,0.11283191,0.20438406,0.11068015,7140.0,-1.2625544,1.0,14280.0,0.7
714,0.8568423,0.11282873,0.20439987,0.11067773,7150.0,-1.3684299,1.0,14300.0,0.5
715,0.85684556,0.11282947,0.20440769,0.11064268,7160.0,-1.6323141,0.9,14320.0,0.45
716,0.85685045,0.11281557,0.20440318,0.11063801,7170.0,-1.7624342,0.9,14340.0,0.55
717,0.85685223,0.1128271,0.20440349,0.11064537,7180.0,-1.2012523,0.9,14360.0,0.75
718,0.856839,0.112797104,0.2044031,0.11060032,7190.0,-1.4827808,1.0,14380.0,0.6
719,0.85685563,0.11276549,0.20440544,0.110580586,7200.0,-0.9049264,1.0,14400.0,0.65
720,0.85685736,0.112746395,0.20441097,0.11054491,7210.0,-1.9579685,1.0,14420.0,0.65
721,0.8568538,0.112739325,0.20439824,0.11051191,7220.0,-1.1983633,1.0,14440.0,0.7
722,0.85684496,0.11271981,0.20440277,0.110484734,7230.0,-1.3193822,1.0,14460.0,0.65
723,0.8568352,0.11272013,0.20441376,0.110508405,7240.0,-1.1226728,1.0,14480.0,0.5
724,0.8568418,0.11270133,0.20440155,0.110487394,7250.0,-0.7285755,1.0,14500.0,0.6
725,0.8568552,0.112709574,0.20440811,0.11046297,7260.0,-0.93773395,1.0,14520.0,0.7
726,0.8568664,0.11270195,0.2044066,0.11043844,7270.0,-1.0784277,1.0,14540.0,0.8
727,0.8568639,0.11270189,0.20440872,0.1104137,7280.0,-1.2763917,1.0,14560.0,0.55
728,0.85686463,0.112719476,0.20443127,0.11042473,7290.0,-0.96727675,1.0,14580.0,0.5
729,0.8568805,0.11269492,0.20442477,0.110411584,7300.0,-1.8470331,0.9,14600.0,0.7
730,0.8568937,0.112697504,0.20443726,0.11042237,7310.0,-1.3760986,1.0,14620.0,0.45
731,0.856906,0.112681635,0.2044546,0.110392526,7320.0,-1.3827156,1.0,14640.0,0.7
732,0.856909,0.11268563,0.20446704,0.11039088,7330.0,-1.5242177,1.0,14660.0,0.45
733,0.8569348,0.11265925,0.20447057,0.110356115,7340.0,-1.596147,0.9,14680.0,0.6
734,0.85692734,0.11263121,0.2044837,0.11034501,7350.0,-1.1051869,0.9,14700.0,0.65
735,0.8569105,0.112594604,0.20447896,0.11029325,7360.0,-1.0340315,1.0,14720.0,0.7
736,0.8569183,0.1125738,0.20448317,0.11028257,7370.0,-1.111634,0.9,14740.0,0.75
737,0.8568987,0.11254958,0.20448866,0.11024022,7380.0,-1.3171808,1.0,14760.0,0.7
738,0.8569041,0.11254144,0.20447943,0.11021267,7390.0,-1.0679653,1.0,14780.0,0.65
739,0.85693,0.11252763,0.20449425,0.11020723,7400.0,-1.5046924,1.0,14800.0,0.75
740,0.8569171,0.1124929,0.2044882,0.11020779,7410.0,-2.506732,0.9,14820.0,0.7
741,0.85694045,0.112486415,0.20450266,0.11021942,7420.0,-1.1170143,1.0,14840.0,0.75
742,0.8569469,0.11247554,0.20450914,0.110181004,7430.0,-0.83566666,1.0,14860.0,0.6
743,0.85694045,0.112511694,0.20451614,0.1102288,7440.0,-0.9158208,1.0,14880.0,0.7
744,0.8569586,0.11252582,0.20452683,0.1102104,7450.0,-1.5728672,1.0,14900.0,0.75
745,0.85698074,0.1125317,0.20454088,0.11018855,7460.0,-1.8604538,0.9,14920.0,0.65
746,0.8570029,0.112520635,0.20454931,0.11014513,7470.0,-0.77192,1.0,14940.0,0.65
747,0.85698825,0.11251316,0.20454739,0.110119276,7480.0,-1.0245202,1.0,14960.0,0.65
748,0.856994,0.11249403,0.20454945,0.110085286,7490.0,-0.6443931,1.0,14980.0,0.55
749,0.85696703,0.112467535,0.204539,0.11005589,7500.0,-0.90561837,1.0,15000.0,0.7
750,0.8569605,0.11247802,0.20456056,0.1100454,7510.0,-1.5380399,1.0,15020.0,0.6
751,0.8569723,0.11246684,0.20456272,0.11004296,7520.0,-2.075911,1.0,15040.0,0.6
752,0.8569846,0.112444274,0.20456313,0.11002478,7530.0,-0.98800594,1.0,15060.0,0.85
753,0.8569975,0.11242489,0.20456171,0.10999118,7540.0,-1.3405051,1.0,15080.0,0.8
754,0.8569829,0.11244499,0.20457375,0.10999692,7550.0,-1.7302845,1.0,15100.0,0.55
755,0.85702085,0.11244608,0.20457569,0.1099657,7560.0,-1.8331983,1.0,15120.0,0.55
756,0.85703737,0.112424396,0.20458713,0.10996073,7570.0,-1.6346813,1.0,15140.0,0.75
757,0.8570687,0.11241903,0.20460416,0.10995483,7580.0,-0.9723055,1.0,15160.0,0.6
758,0.8570871,0.112490356,0.20460695,0.10998473,7590.0,-0.83260316,1.0,15180.0,0.5
759,0.85709953,0.112481706,0.20461659,0.10997027,7600.0,-1.205,1.0,15200.0,0.6
760,0.8571028,0.11247001,0.20462713,0.10994257,7610.0,-1.6842725,1.0,15220.0,0.6
761,0.8571163,0.112448245,0.20463568,0.10990575,7620.0,-0.8222424,1.0,15240.0,0.75
762,0.8571088,0.112454265,0.20464304,0.10991024,7630.0,-1.0433476,1.0,15260.0,0.5
763,0.8571203,0.11245775,0.20463867,0.10990404,7640.0,-1.0922115,1.0,15280.0,0.85
764,0.8571322,0.11243645,0.2046381,0.109868556,7650.0,-1.2877262,0.9,15300.0,0.7
765,0.85713625,0.11242769,0.20463052,0.10985721,7660.0,-1.250187,1.0,15320.0,0.5
766,0.85713035,0.11239803,0.20463037,0.10981864,7670.0,-0.9419025,1.0,15340.0,0.6
767,0.85717374,0.11240695,0.20462388,0.10979791,7680.0,-1.1516844,1.0,15360.0,0.6
768,0.85717136,0.112391226,0.20462036,0.10977456,7690.0,-1.4520266,1.0,15380.0,0.4
769,0.85719603,0.1124055,0.2046354,0.10977337,7700.0,-1.2072643,1.0,15400.0,0.65
770,0.85719067,0.1124117,0.20462604,0.10976325,7710.0,-0.90158415,1.0,15420.0,0.75
771,0.857223,0.11243988,0.20463441,0.10974482,7720.0,-1.204013,1.0,15440.0,0.65
772,0.8572419,0.11249918,0.20464306,0.10975036,7730.0,-0.9226896,1.0,15460.0,0.55
773,0.8572431,0.11248686,0.2046467,0.10974817,7740.0,-1.4450779,1.0,15480.0,0.55
774,0.8572624,0.11247873,0.20465076,0.10971999,7750.0,-2.2632608,1.0,15500.0,0.75
775,0.8572584,0.11245487,0.20465158,0.10971767,7760.0,-0.9381628,1.0,15520.0,0.75
776,0.8572738,0.112457,0.20466109,0.10968575,7770.0,-1.6460397,1.0,15540.0,0.55
777,0.85727286,0.1124543,0.204665,0.10965457,7780.0,-1.6364403,1.0,15560.0,0.75
778,0.8572728,0.112446986,0.20466082,0.10965275,7790.0,-2.5338063,0.7,15580.0,0.65
779,0.85729814,0.11246598,0.20465934,0.10963999,7800.0,-1.0859778,1.0,15600.0,0.6
780,0.85728794,0.11244863,0.2046638,0.10961898,7810.0,-1.146354,1.0,15620.0,0.85
781,0.8573003,0.112473406,0.20466559,0.109608166,7820.0,-1.3289295,1.0,15640.0,0.6
782,0.85731405,0.112449355,0.20467153,0.10959491,7830.0,-0.75273156,1.0,15660.0,0.75
783,0.85732245,0.11241892,0.20468801,0.10956288,7840.0,-1.1000742,0.9,15680.0,0.65
784,0.85728556,0.11238962,0.20469134,0.10954231,7850.0,-1.2894517,1.0,15700.0,0.75
785,0.8572921,0.11237687,0.20468326,0.10952468,7860.0,-1.7294266,1.0,15720.0,0.6
786,0.8573036,0.11236903,0.20469531,0.10951846,7870.0,-1.3805653,1.0,15740.0,0.75
787,0.85733485,0.11236379,0.20470676,0.109491274,7880.0,-1.5492262,1.0,15760.0,0.55
788,0.8573416,0.11235029,0.20470805,0.10947869,7890.0,-1.1559123,0.9,15780.0,0.55
789,0.85733813,0.1123328,0.20470484,0.10944933,7900.0,-0.9309899,1.0,15800.0,0.65
790,0.8573401,0.112313926,0.20470424,0.10942015,7910.0,-1.9741051,1.0,15820.0,0.75
791,0.8573482,0.112311065,0.20470268,0.10940204,7920.0,-1.2748262,1.0,15840.0,0.6
792,0.8573727,0.11231798,0.20471422,0.109375134,7930.0,-0.9271501,1.0,15860.0,0.7
793,0.85737354,0.11234202,0.20471667,0.10937765,7940.0,-2.3465762,0.9,15880.0,0.55
794,0.85736966,0.112351485,0.20470944,0.10935401,7950.0,-1.6982292,1.0,15900.0,0.6
795,0.857367,0.11233216,0.20471054,0.10933977,7960.0,-1.1033299,1.0,15920.0,0.8
796,0.85736936,0.11233259,0.20471431,0.10931836,7970.0,-1.8836524,0.9,15940.0,0.7
797,0.85736775,0.11231086,0.20471153,0.10929638,7980.0,-1.2563357,1.0,15960.0,0.55
798,0.857384,0.11232456,0.20470959,0.10932064,7990.0,-1.8880917,1.0,15980.0,0.65
799,0.8573935,0.112346314,0.20472544,0.109349556,8000.0,-1.8478794,1.0,16000.0,0.65
800,0.85738283,0.112331964,0.20472926,0.109353155,8010.0,-1.2126514,1.0,16020.0,0.65
801,0.85738534,0.11230991,0.20472461,0.109335326,8020.0,-1.8697497,1.0,16040.0,0.75
802,0.85737306,0.112284146,0.20472856,0.109310664,8030.0,-1.1413186,1.0,16060.0,0.75
803,0.8573925,0.11228397,0.20473942,0.10928897,8040.0,-1.2198352,1.0,16080.0,0.65
804,0.8573925,0.112289764,0.2047322,0.10927204,8050.0,-1.5550896,1.0,16100.0,0.65
805,0.85739326,0.11227614,0.20474118,0.109235615,8060.0,-1.1713345,0.9,16120.0,0.65
806,0.85740596,0.11228913,0.2047413,0.10922466,8070.0,-1.2044212,1.0,16140.0,0.65
807,0.85742253,0.112277545,0.20475799,0.10920704,8080.0,-1.5671079,0.9,16160.0,0.65
808,0.8574424,0.112271756,0.20475788,0.10918532,8090.0,-1.7201418,1.0,16180.0,0.65
809,0.85745573,0.11226019,0.20476311,0.109159574,8100.0,-1.5372652,1.0,16200.0,0.65
810,0.85746026,0.11223886,0.20476316,0.109148294,8110.0,-0.89348567,1.0,16220.0,0.5
811,0.8574671,0.112247325,0.20476168,0.10914414,8120.0,-0.9142045,1.0,16240.0,0.7
812,0.85748225,0.11224252,0.2047749,0.10912721,8130.0,-0.97237396,1.0,16260.0,0.5
813,0.85747904,0.112231195,0.2047843,0.109114476,8140.0,-1.2631599,1.0,16280.0,0.8
814,0.85748285,0.11223342,0.2047807,0.10911308,8150.0,-1.7637827,1.0,16300.0,0.75
815,0.85749954,0.11222608,0.20479318,0.10909943,8160.0,-0.9212675,1.0,16320.0,0.5
816,0.8575084,0.11220176,0.20479345,0.10906833,8170.0,-0.8932603,1.0,16340.0,0.4
817,0.8575012,0.11217324,0.20479494,0.109060675,8180.0,-1.3486017,1.0,16360.0,0.8
818,0.857513,0.11215318,0.2048016,0.10903892,8190.0,-1.115332,1.0,16380.0,0.6
819,0.8575259,0.112147175,0.20480284,0.10901607,8200.0,-1.211388,1.0,16400.0,0.65
820,0.8575457,0.11213402,0.20481142,0.10899179,8210.0,-1.0209801,1.0,16420.0,0.75
